,price
17334,40.0
29060,133.0
9992,111.0
18391,84.0
25552,70.0
12192,65.0
22203,80.0
21630,150.0
23926,55.0
7569,85.0
26499,360.0
11215,120.0
15727,61.0
18063,600.0
12063,249.0
19055,47.0
27732,160.0
26535,175.0
26185,36.0
16917,66.0
18730,90.0
25563,42.0
24563,380.0
8485,700.0
826,111.0
2077,200.0
6249,55.0
30255,105.0
16482,26.0
7204,35.0
22956,231.0
27667,249.0
13070,190.0
25663,150.0
167,290.0
15720,100.0
29725,80.0
25667,90.0
11682,249.0
29030,109.0
9714,105.0
5374,301.0
12083,40.0
19795,55.0
18012,164.0
14644,105.0
12690,299.0
24379,133.0
1722,65.0
9695,125.0
4589,152.0
3614,400.0
13638,313.0
4198,400.0
24502,90.0
17579,104.0
28713,193.0
23594,40.0
18755,65.0
7775,44.0
25074,120.0
14690,204.0
21274,200.0
19336,75.0
30442,55.0
27794,94.0
25252,70.0
16951,90.0
12340,47.0
20407,225.0
2476,220.0
14953,80.0
13842,249.0
12020,67.0
21546,80.0
17006,120.0
15371,70.0
22295,160.0
24870,89.0
3233,100.0
9253,175.0
24267,100.0
27761,98.0
9533,301.0
4996,85.0
9208,46.0
30491,220.0
170,375.0
3319,500.0
15245,49.0
3140,125.0
4784,86.0
8761,160.0
22469,44.0
15917,65.0
14535,111.0
15550,240.0
25308,139.0
29715,90.0
18761,150.0
27290,218.0
15218,301.0
3687,185.0
22786,61.0
914,480.0
23663,49.0
4129,94.0
6954,111.0
7143,125.0
26600,356.0
8128,80.0
8945,181.0
21873,31.0
19060,164.0
14888,61.0
24337,40.0
24481,146.0
2245,100.0
25445,85.0
8112,94.0
1462,120.0
978,260.0
14392,98.0
119,140.0
17903,140.0
26212,398.0
15958,140.0
1066,200.0
11399,55.0
17191,66.0
19987,301.0
27524,190.0
8811,400.0
4550,75.0
30309,35.0
21347,249.0
28164,220.0
7364,63.0
30611,125.0
6796,268.0
9478,375.0
7477,200.0
17242,185.0
20708,169.0
7159,150.0
10806,70.0
29519,100.0
26239,150.0
4557,70.0
22946,124.0
24654,70.0
6081,299.0
10525,125.0
5730,229.0
15040,70.0
13952,96.0
23170,200.0
20440,210.0
27496,600.0
5255,210.0
25876,175.0
23714,80.0
20098,98.0
26608,109.0
3232,120.0
2461,376.0
12649,47.0
17418,160.0
21335,150.0
22775,351.0
7838,301.0
14674,40.0
10527,200.0
11506,35.0
17218,69.0
12235,301.0
1953,190.0
20308,260.0
3261,90.0
23547,395.0
25908,55.0
18449,500.0
7953,150.0
11695,181.0
29571,240.0
6741,351.0
4167,190.0
21432,54.0
10037,71.0
12105,5.0
29833,174.0
21102,150.0
23442,360.0
557,195.0
10428,36.0
20347,200.0
4941,65.0
9760,115.0
17933,150.0
19830,325.0
17071,190.0
14352,120.0
4412,70.0
23972,160.0
604,160.0
21999,128.0
29076,181.0
11026,120.0
341,61.0
5831,700.0
30679,32.0
11758,75.0
13211,61.0
17109,249.0
21848,600.0
10158,61.0
4933,69.0
29547,55.0
3546,50.0
5029,69.0
9249,550.0
18216,450.0
27142,100.0
15568,80.0
17102,750.0
24294,120.0
7191,160.0
10982,49.0
14670,98.0
26816,139.0
11208,170.0
28393,150.0
19998,290.0
14066,40.0
4799,150.0
14202,320.0
13604,185.0
10668,500.0
23895,96.0
6614,787.0
30533,70.0
27684,150.0
11458,550.0
11244,65.0
24465,53.0
16518,150.0
25896,500.0
3551,200.0
14561,249.0
4905,160.0
10685,50.0
7855,50.0
3493,210.0
22739,111.0
29305,55.0
15597,249.0
22972,395.0
9116,111.0
5612,61.0
27744,120.0
25833,146.0
3956,50.0
13511,260.0
29604,524.0
15161,111.0
12538,61.0
13999,55.0
19145,120.0
12883,80.0
26858,148.0
22087,239.0
5282,170.0
28311,35.0
7463,200.0
15044,275.0
23137,35.0
16204,181.0
2982,135.0
3193,155.0
27869,158.0
18231,80.0
16492,146.0
10143,120.0
14337,220.0
24426,136.0
9772,375.0
8034,89.0
7884,105.0
5509,500.0
9209,84.0
6698,140.0
16076,55.0
14738,55.0
18468,97.0
3456,75.0
5126,32.0
2529,515.0
10117,120.0
12894,500.0
10071,55.0
19075,220.0
4359,197.0
1113,275.0
30093,450.0
16746,69.0
19779,150.0
15224,450.0
16823,150.0
7051,100.0
20406,55.0
6641,100.0
15053,266.0
20018,61.0
28857,200.0
14652,190.0
25241,53.0
12853,100.0
27911,61.0
3158,185.0
30656,61.0
10963,42.0
22334,159.0
22458,65.0
30191,65.0
17456,146.0
17267,189.0
2841,150.0
25069,278.0
20780,61.0
17269,80.0
17283,290.0
19889,111.0
10115,107.0
5130,90.0
11443,410.0
19669,249.0
26693,129.0
27232,50.0
27127,53.0
10875,40.0
8254,90.0
25814,125.0
28566,129.0
29967,40.0
22016,50.0
4804,195.0
2852,100.0
13915,49.0
24862,50.0
27751,80.0
5310,85.0
13577,55.0
11085,63.0
7968,105.0
8583,120.0
6399,80.0
22843,150.0
3787,495.0
25148,100.0
9374,119.0
22158,120.0
18892,200.0
16744,120.0
1697,94.0
12961,111.0
10613,231.0
13528,100.0
21308,50.0
14277,144.0
27361,120.0
23303,75.0
7859,129.0
5717,170.0
17818,400.0
18785,80.0
2678,100.0
16117,80.0
1590,44.0
7545,200.0
12757,120.0
6554,650.0
17352,50.0
28041,32.0
2196,160.0
2621,391.0
24466,90.0
10173,301.0
27522,200.0
2576,595.0
15928,75.0
21277,400.0
1332,231.0
21648,200.0
15804,235.0
7056,375.0
6026,43.0
27922,181.0
27352,85.0
24474,120.0
21213,489.0
1761,240.0
13876,349.0
23662,61.0
7770,85.0
3372,160.0
12045,44.0
736,270.0
158,301.0
1928,100.0
20120,119.0
10104,100.0
331,290.0
25577,61.0
29384,129.0
6464,430.0
2778,100.0
8880,94.0
16263,200.0
5975,650.0
1636,164.0
26774,61.0
20149,200.0
25575,100.0
15312,231.0
13756,433.0
4337,96.0
29000,181.0
3045,650.0
12856,140.0
24562,50.0
9846,160.0
14976,235.0
23825,200.0
11184,101.0
19936,200.0
29359,100.0
28284,111.0
15829,98.0
28161,61.0
20067,75.0
22248,115.0
11173,650.0
21841,140.0
14842,849.0
11569,109.0
12241,120.0
8409,179.0
4206,550.0
23424,200.0
6209,190.0
25866,70.0
8787,249.0
26672,120.0
10845,98.0
30646,75.0
5583,150.0
8595,100.0
15598,220.0
30359,129.0
14016,150.0
1556,449.0
16351,92.0
24283,70.0
1130,650.0
22133,179.0
19632,61.0
16439,115.0
3435,120.0
5587,280.0
18994,100.0
23914,351.0
21791,500.0
1050,600.0
11607,65.0
6282,200.0
20933,55.0
27791,61.0
16123,94.0
22811,129.0
13568,249.0
9402,98.0
2716,80.0
5268,185.0
17409,200.0
19441,44.0
7713,129.0
16410,400.0
13480,50.0
27964,65.0
24353,177.0
22173,235.0
8699,70.0
766,98.0
22646,58.0
30557,895.0
18383,88.0
28542,169.0
23567,80.0
7299,600.0
6275,198.0
11022,160.0
14511,301.0
22777,185.0
29193,208.0
21575,301.0
2190,69.0
18244,295.0
1510,901.0
5020,301.0
23998,150.0
27801,150.0
5103,61.0
10391,30.0
10763,50.0
24882,61.0
1195,229.0
27453,94.0
11851,191.0
28886,249.0
14987,195.0
29167,146.0
29754,35.0
7112,377.0
27885,50.0
24978,169.0
7551,36.0
20803,500.0
13441,229.0
10311,111.0
8470,156.0
10187,98.0
14537,100.0
15197,82.0
13985,195.0
24909,65.0
5503,181.0
8055,50.0
12221,75.0
24999,170.0
19151,146.0
19562,160.0
13662,315.0
16559,39.0
22536,390.0
1108,315.0
8360,198.0
11853,183.0
22995,80.0
24918,117.0
23340,154.0
9952,44.0
8272,500.0
8359,150.0
29467,70.0
20264,249.0
17074,147.0
809,351.0
19650,139.0
8843,140.0
7130,550.0
8381,999.0
9943,59.0
6713,70.0
29321,44.0
20766,600.0
21164,61.0
14478,65.0
9277,94.0
13571,111.0
488,187.0
11515,670.0
21276,50.0
24320,70.0
3642,55.0
24537,20.0
9858,190.0
27695,259.0
1585,181.0
2657,170.0
28646,351.0
24511,294.0
11812,200.0
22913,140.0
4283,160.0
1660,111.0
1865,700.0
7278,65.0
9035,175.0
9012,185.0
7124,249.0
738,80.0
17448,218.0
30239,150.0
29613,220.0
20741,80.0
22723,125.0
27253,151.0
14733,150.0
15534,148.0
26245,189.0
23608,84.0
13593,351.0
6272,430.0
30640,55.0
8634,111.0
11118,400.0
18408,50.0
17506,70.0
11946,129.0
11749,100.0
20669,400.0
14154,128.0
23459,32.0
27398,150.0
813,150.0
2932,150.0
27153,100.0
1686,150.0
17644,159.0
25394,120.0
19903,290.0
28246,100.0
12138,30.0
23892,115.0
18540,100.0
15631,135.0
16281,50.0
27482,400.0
20495,140.0
20132,178.0
5505,950.0
7567,140.0
25510,119.0
12284,181.0
23123,47.0
27366,85.0
18075,650.0
19659,249.0
8117,351.0
6624,150.0
21278,240.0
3911,220.0
15417,100.0
20647,75.0
29681,100.0
1887,65.0
9959,49.0
25364,67.0
1188,220.0
14104,61.0
29689,120.0
27012,181.0
9088,89.0
23933,111.0
29070,69.0
17011,49.0
7594,266.0
24184,65.0
2441,175.0
24993,268.0
1972,305.0
16302,301.0
16363,54.0
8722,249.0
12135,129.0
11345,47.0
29043,50.0
7866,159.0
18106,69.0
11073,111.0
6595,80.0
7147,990.0
12899,80.0
4352,249.0
17362,61.0
21518,160.0
10765,90.0
19364,80.0
29990,61.0
18275,71.0
24765,197.0
15621,160.0
27659,75.0
13713,249.0
13136,170.0
10320,270.0
24517,154.0
6670,200.0
29601,113.0
27006,70.0
24627,57.0
20168,164.0
14078,120.0
25143,275.0
10341,365.0
15896,135.0
9552,351.0
14375,90.0
19214,44.0
5342,195.0
28297,129.0
22392,97.0
29199,220.0
14609,115.0
2915,301.0
14778,70.0
6808,390.0
3882,310.0
25760,249.0
5647,200.0
24693,450.0
22863,799.0
22035,218.0
22346,120.0
25846,140.0
3736,222.0
25854,120.0
27638,160.0
14189,140.0
24596,28.0
16446,301.0
21110,32.0
21519,181.0
20720,650.0
18772,94.0
6375,220.0
27256,90.0
6827,90.0
2425,107.0
22391,119.0
27419,75.0
24029,190.0
3932,73.0
11602,181.0
22425,100.0
21644,80.0
16089,50.0
21132,146.0
7688,214.0
6891,150.0
13705,94.0
21071,200.0
11425,200.0
24072,80.0
28465,231.0
27593,450.0
7423,351.0
17843,98.0
10218,36.0
18923,98.0
30702,90.0
2150,395.0
16246,133.0
10663,140.0
8490,200.0
6279,50.0
20305,369.0
16935,50.0
692,67.0
12385,301.0
26518,50.0
10326,75.0
30538,120.0
17813,98.0
5802,262.0
9250,32.0
4059,351.0
26235,61.0
7845,140.0
11736,200.0
8235,142.0
22194,320.0
21736,39.0
30039,228.0
15483,160.0
16815,85.0
17558,80.0
19608,210.0
8518,400.0
21327,61.0
9989,90.0
11834,200.0
651,231.0
17183,301.0
25448,26.0
16729,700.0
23193,150.0
11281,249.0
29929,195.0
3806,70.0
19205,61.0
22382,245.0
25856,506.0
19274,135.0
29682,50.0
560,98.0
17041,90.0
5668,166.0
29219,100.0
13626,235.0
3761,600.0
21879,140.0
11539,120.0
21887,53.0
21378,360.0
15632,301.0
2580,860.0
30682,120.0
6294,911.0
28422,179.0
15109,195.0
8132,86.0
1468,90.0
17186,100.0
30399,164.0
12291,301.0
18054,59.0
11629,181.0
25926,49.0
4723,59.0
5011,160.0
11406,85.0
3453,40.0
20955,301.0
9639,53.0
10747,351.0
4769,50.0
9288,120.0
22784,100.0
13461,80.0
22395,249.0
11571,96.0
9735,85.0
27872,155.0
15592,351.0
7596,70.0
30119,61.0
14084,220.0
14551,50.0
674,210.0
20232,150.0
5862,61.0
8087,320.0
19249,150.0
17300,120.0
12130,129.0
26412,107.0
21815,301.0
14975,58.0
3033,150.0
7007,128.0
1771,100.0
26113,66.0
921,205.0
29550,458.0
11999,75.0
7473,75.0
26648,249.0
960,528.0
3031,750.0
1197,146.0
16610,54.0
23536,280.0
8946,80.0
26328,138.0
28279,40.0
26938,125.0
13804,301.0
6287,61.0
27826,129.0
18183,279.0
7155,94.0
13408,120.0
27133,49.0
7665,568.0
24836,55.0
62,120.0
15674,400.0
14827,159.0
18800,150.0
16106,200.0
29515,231.0
13553,69.0
10641,67.0
601,160.0
10252,88.0
29292,108.0
13332,100.0
26133,100.0
28065,35.0
16185,175.0
2669,195.0
2262,200.0
27877,32.0
9838,111.0
16342,471.0
4095,200.0
504,220.0
9042,249.0
6165,450.0
15976,181.0
17541,150.0
16355,111.0
15043,61.0
23616,129.0
27161,63.0
24256,750.0
965,160.0
11959,150.0
23427,59.0
139,239.0
11973,129.0
15764,175.0
25057,111.0
23380,260.0
14886,179.0
5356,150.0
8551,202.0
14798,50.0
19836,67.0
16249,44.0
138,90.0
21309,38.0
2652,309.0
19090,119.0
3893,181.0
18683,44.0
11740,182.0
10591,50.0
3153,65.0
3605,100.0
3860,750.0
23558,100.0
4307,225.0
10207,44.0
16853,195.0
233,75.0
4252,61.0
24444,301.0
21219,338.0
10671,249.0
8187,44.0
4836,81.0
5672,301.0
20706,120.0
9333,301.0
5560,120.0
4553,39.0
11982,665.0
13447,181.0
25916,150.0
21431,111.0
4274,150.0
23948,70.0
23140,120.0
22204,390.0
1604,75.0
28639,42.0
441,65.0
8568,301.0
15175,340.0
16412,450.0
13366,73.0
2504,500.0
23524,70.0
27086,120.0
22084,50.0
19858,410.0
10196,138.0
12410,245.0
21197,102.0
8020,70.0
11374,489.0
16869,50.0
11007,150.0
1796,750.0
14542,70.0
12042,49.0
13029,351.0
1010,301.0
29834,102.0
5220,57.0
15602,210.0
11126,63.0
16074,150.0
5110,75.0
15114,160.0
9220,259.0
15612,102.0
7479,280.0
12838,520.0
11998,55.0
4057,301.0
18376,919.0
14876,121.0
7536,69.0
27992,146.0
25197,80.0
17847,120.0
22468,198.0
953,85.0
2159,181.0
8282,220.0
5265,70.0
28930,225.0
8175,150.0
24792,150.0
25145,120.0
18702,249.0
18145,61.0
18624,140.0
15038,80.0
5689,120.0
13201,120.0
21492,187.0
7039,305.0
19742,351.0
8286,50.0
14338,70.0
16179,200.0
27280,181.0
1517,125.0
1593,210.0
26529,237.0
21653,61.0
8738,175.0
25279,75.0
9818,115.0
25681,102.0
7117,111.0
11240,220.0
25869,150.0
26303,150.0
19212,75.0
2928,140.0
20269,129.0
9082,320.0
10420,270.0
23429,146.0
1591,600.0
10437,35.0
8615,70.0
17086,49.0
5644,333.0
26240,450.0
2299,373.0
4834,150.0
16941,119.0
15643,120.0
26772,75.0
22376,999.0
23810,120.0
30687,65.0
22490,49.0
29708,150.0
11340,58.0
23382,799.0
28368,155.0
10635,35.0
13395,80.0
15937,129.0
23570,100.0
18930,175.0
19536,475.0
12307,218.0
15675,179.0
20198,146.0
8290,111.0
7761,150.0
8474,125.0
9318,390.0
22352,200.0
688,105.0
1297,167.0
14175,65.0
18302,111.0
1575,500.0
16311,129.0
28044,128.0
6024,144.0
10460,55.0
22177,70.0
26,210.0
28100,61.0
4263,160.0
22185,135.0
4043,120.0
27485,61.0
8855,120.0
1354,80.0
4969,57.0
7883,120.0
21044,799.0
4503,27.0
27203,40.0
8245,240.0
19365,50.0
12084,150.0
12941,100.0
6292,713.0
29824,550.0
27240,150.0
19316,400.0
16879,75.0
24523,225.0
6295,150.0
18920,301.0
7098,225.0
24959,53.0
20501,450.0
11081,140.0
6995,220.0
16479,26.0
27934,400.0
13620,200.0
12471,570.0
23147,310.0
7967,70.0
18369,200.0
12768,129.0
28584,209.0
7065,70.0
19210,120.0
4379,200.0
871,150.0
26820,85.0
5079,105.0
29605,88.0
17764,146.0
28145,80.0
10816,182.0
8745,92.0
24473,49.0
3558,421.0
15381,799.0
10797,214.0
27909,111.0
8807,301.0
26876,85.0
14752,135.0
1905,679.0
6179,51.0
25490,150.0
2689,55.0
24809,70.0
28223,57.0
28700,301.0
20316,799.0
12436,50.0
26744,403.0
29151,120.0
1479,231.0
16737,44.0
22716,100.0
491,395.0
16721,573.0
3835,80.0
21426,359.0
22107,107.0
5269,351.0
12672,599.0
25478,125.0
8353,270.0
1122,152.0
13693,200.0
5420,524.0
30703,179.0
5605,125.0
29179,70.0
14816,229.0
15490,170.0
20250,80.0
24764,98.0
19246,421.0
2831,156.0
29701,167.0
27504,55.0
4695,102.0
3148,226.0
16604,181.0
19902,205.0
1767,105.0
21488,32.0
29342,50.0
13926,80.0
16333,77.0
3600,155.0
27371,120.0
18476,185.0
30535,450.0
2671,169.0
3683,475.0
4926,98.0
5588,150.0
24227,53.0
24351,200.0
8456,85.0
2162,189.0
14,380.0
12929,129.0
13839,421.0
17525,148.0
16165,61.0
29458,200.0
17439,38.0
18019,80.0
24641,57.0
30058,50.0
2900,200.0
28973,189.0
3150,160.0
4260,160.0
7374,750.0
12169,150.0
28413,71.0
25290,65.0
19295,49.0
9342,80.0
20358,65.0
21211,125.0
2885,150.0
26242,30.0
1870,320.0
2933,100.0
14460,112.0
2697,351.0
2561,337.0
1271,159.0
13203,249.0
8212,480.0
1132,120.0
17542,70.0
6918,150.0
563,140.0
18984,120.0
276,120.0
6497,187.0
28991,170.0
11068,195.0
14873,129.0
5515,181.0
17056,98.0
24195,20.0
12547,94.0
6743,39.0
5066,80.0
22647,136.0
12872,154.0
19613,181.0
8769,120.0
14903,369.0
28765,158.0
23500,98.0
5061,40.0
1540,190.0
9903,80.0
29116,175.0
22011,116.0
28151,59.0
15415,71.0
7790,80.0
1068,301.0
17169,320.0
3018,156.0
4902,170.0
11759,119.0
2377,799.0
3582,80.0
10388,46.0
24751,159.0
13247,220.0
1818,98.0
26709,150.0
29407,200.0
27226,167.0
16087,90.0
27982,65.0
2562,138.0
27788,30.0
30574,109.0
3861,80.0
3015,125.0
1527,181.0
9416,200.0
3513,84.0
26087,65.0
12576,249.0
5655,369.0
21762,249.0
25631,61.0
592,107.0
9193,139.0
14571,125.0
15885,80.0
22414,400.0
1756,61.0
26320,164.0
25310,100.0
10062,67.0
20696,139.0
18066,80.0
21290,901.0
593,65.0
8900,65.0
25531,125.0
25727,105.0
17259,185.0
10912,120.0
27508,225.0
21658,85.0
16008,70.0
3444,85.0
10439,337.0
27317,105.0
22127,500.0
16973,61.0
19617,150.0
1436,90.0
9468,50.0
22544,50.0
7111,61.0
30282,50.0
19278,150.0
10162,75.0
2408,249.0
27105,249.0
19258,125.0
25075,700.0
17947,181.0
4935,475.0
28536,351.0
21995,181.0
22122,100.0
14113,80.0
21562,290.0
17521,55.0
16353,245.0
24488,55.0
963,696.0
14775,500.0
20530,125.0
15167,346.0
17829,351.0
3413,140.0
16465,70.0
8432,200.0
21787,440.0
1282,160.0
18928,100.0
26660,190.0
236,181.0
21804,66.0
9433,249.0
3711,90.0
30136,249.0
30368,400.0
15902,140.0
29809,61.0
3585,70.0
10749,150.0
10276,280.0
30348,80.0
13150,105.0
4055,40.0
27968,44.0
14692,55.0
17161,44.0
9379,135.0
8445,75.0
3737,195.0
8794,40.0
3250,280.0
4127,185.0
2523,160.0
21652,190.0
16101,138.0
14169,155.0
27902,100.0
5643,86.0
19737,125.0
14793,164.0
29475,66.0
2106,120.0
5296,125.0
2153,500.0
17838,69.0
21389,109.0
379,92.0
28390,75.0
15836,90.0
19907,69.0
15784,148.0
13883,80.0
7072,200.0
12794,120.0
8767,125.0
13784,100.0
27285,50.0
27762,55.0
3508,30.0
2192,289.0
24766,65.0
30266,80.0
22431,200.0
28726,85.0
17314,49.0
11570,150.0
1437,351.0
17787,160.0
29685,50.0
17731,100.0
4980,69.0
8989,125.0
29854,222.0
21455,301.0
18356,431.0
9438,200.0
26884,44.0
9472,450.0
3050,70.0
11771,158.0
453,270.0
9638,80.0
10901,35.0
9589,120.0
21959,229.0
27062,220.0
11055,98.0
8152,111.0
23253,200.0
18454,500.0
533,129.0
5925,115.0
4464,69.0
8803,50.0
15700,120.0
24268,75.0
1898,119.0
22508,63.0
16233,173.0
11125,301.0
14613,200.0
12986,781.0
24348,818.0
1643,164.0
7510,100.0
23053,181.0
28577,65.0
10826,40.0
19474,127.0
28802,50.0
11501,200.0
3394,70.0
27035,139.0
30005,85.0
22388,150.0
18718,53.0
2413,222.0
13779,111.0
3613,386.0
12300,249.0
26915,129.0
27243,44.0
25302,120.0
17391,129.0
13024,40.0
28032,524.0
12371,351.0
1047,119.0
22380,386.0
702,55.0
5498,301.0
21192,46.0
28791,100.0
13454,431.0
4636,351.0
2468,97.0
27874,111.0
9717,85.0
12405,200.0
21962,146.0
17869,329.0
10856,90.0
4787,100.0
4765,249.0
25115,301.0
7994,100.0
27032,150.0
7680,200.0
20540,44.0
25838,75.0
1642,115.0
15839,53.0
5698,115.0
15405,105.0
2358,440.0
21643,73.0
6680,150.0
20341,58.0
30035,40.0
19904,225.0
7301,75.0
3196,78.0
2072,61.0
20374,158.0
27567,40.0
324,189.0
29555,119.0
22950,200.0
18690,70.0
17495,160.0
278,55.0
23624,90.0
4939,70.0
29886,65.0
20395,80.0
19515,150.0
12889,181.0
19309,98.0
26065,221.0
30499,100.0
13854,400.0
4226,120.0
19117,90.0
29706,150.0
23839,50.0
7639,70.0
12585,231.0
30340,148.0
29075,150.0
27008,179.0
13032,195.0
26687,89.0
24315,181.0
9142,100.0
4054,100.0
21148,530.0
10247,164.0
28526,35.0
1216,175.0
16928,90.0
18483,70.0
626,200.0
26187,140.0
21115,152.0
2866,181.0
12865,301.0
29820,178.0
16614,200.0
20294,220.0
27191,70.0
1093,280.0
27864,170.0
20579,129.0
28934,30.0
4253,301.0
16209,94.0
804,500.0
1187,70.0
25397,90.0
25041,169.0
14049,100.0
9124,129.0
28397,70.0
10653,100.0
30164,39.0
1714,334.0
7387,98.0
21800,550.0
26880,164.0
7885,119.0
29471,90.0
25488,140.0
1945,200.0
20796,55.0
24907,185.0
1464,249.0
25311,210.0
7622,160.0
23464,69.0
12657,78.0
14596,541.0
983,129.0
7817,80.0
4662,129.0
18957,249.0
21051,258.0
15128,150.0
4665,220.0
21186,46.0
12795,280.0
2203,120.0
16056,80.0
21778,301.0
16282,100.0
1136,179.0
28456,70.0
7762,100.0
15797,150.0
7952,75.0
9692,210.0
4623,132.0
25817,150.0
15968,80.0
21956,220.0
1394,50.0
28216,44.0
24490,70.0
25950,98.0
21035,50.0
2830,140.0
6528,700.0
11473,84.0
24965,44.0
2753,500.0
2952,85.0
24199,181.0
22255,195.0
23573,30.0
23369,140.0
23456,160.0
27972,240.0
3877,50.0
23537,249.0
25,35.0
24868,200.0
6066,85.0
15590,150.0
12758,50.0
2919,120.0
7422,70.0
25369,121.0
7427,301.0
24755,80.0
18398,550.0
4297,173.0
15266,69.0
21876,500.0
27949,799.0
12775,195.0
26090,155.0
28607,94.0
18111,16.0
13943,100.0
4619,80.0
20886,550.0
10684,169.0
28110,61.0
15095,174.0
14749,150.0
11808,152.0
1355,138.0
17729,40.0
23089,133.0
17523,181.0
1006,90.0
12519,150.0
12708,550.0
19101,329.0
26903,351.0
10647,85.0
2602,140.0
17217,40.0
16163,104.0
22730,111.0
25474,100.0
15974,140.0
18345,35.0
23263,50.0
3962,200.0
23502,121.0
25981,70.0
9678,100.0
28897,400.0
7507,30.0
10971,61.0
4934,85.0
30032,129.0
15458,400.0
20063,40.0
29489,85.0
18497,89.0
27540,35.0
8012,59.0
26058,298.0
9833,42.0
20532,90.0
771,679.0
16443,228.0
27277,100.0
15477,75.0
16150,150.0
30201,85.0
1627,140.0
25207,40.0
4323,90.0
23904,320.0
8928,112.0
24508,62.0
13097,129.0
24204,351.0
28152,50.0
20187,175.0
26051,50.0
28193,44.0
9178,150.0
5542,197.0
16598,190.0
23745,489.0
16663,100.0
21252,61.0
2927,249.0
478,181.0
23610,44.0
24167,700.0
16463,139.0
25004,150.0
19185,100.0
12445,46.0
13490,140.0
6044,360.0
3851,109.0
18365,240.0
2044,140.0
19379,70.0
16375,220.0
27634,49.0
28984,163.0
27777,175.0
23049,181.0
22742,249.0
3572,249.0
7791,252.0
2606,860.0
14444,57.0
11209,80.0
18320,90.0
15233,75.0
20423,58.0
29326,98.0
13049,105.0
1111,120.0
7482,105.0
11561,65.0
23516,400.0
8331,650.0
11,225.0
17616,90.0
18001,67.0
9845,135.0
9233,190.0
9618,50.0
29788,44.0
23959,55.0
9045,44.0
29433,111.0
12089,700.0
9034,210.0
19304,150.0
16478,65.0
6645,94.0
4064,175.0
15120,200.0
25610,61.0
14233,125.0
25392,160.0
16314,395.0
28379,125.0
24150,849.0
7829,111.0
26123,200.0
14305,150.0
23428,63.0
19193,342.0
19905,61.0
13003,146.0
1199,175.0
7966,90.0
26079,260.0
7313,301.0
3762,259.0
15790,330.0
23058,550.0
16937,113.0
2177,80.0
17572,40.0
6050,245.0
12887,65.0
6718,100.0
23143,49.0
23581,249.0
29034,185.0
18646,59.0
13080,150.0
998,111.0
6008,49.0
23841,46.0
29817,61.0
14828,280.0
24261,80.0
12863,120.0
21017,500.0
5329,249.0
28447,249.0
14573,121.0
3516,100.0
17063,150.0
3718,164.0
22923,42.0
12119,100.0
8441,659.0
6480,75.0
28595,140.0
9021,129.0
6846,886.0
29352,70.0
15977,120.0
22586,301.0
14228,80.0
18502,80.0
23658,75.0
5613,140.0
10881,340.0
3152,75.0
29751,128.0
16481,189.0
538,65.0
482,190.0
2238,100.0
14867,240.0
28780,105.0
15030,94.0
26301,239.0
24885,82.0
23887,142.0
4003,80.0
2333,324.0
12240,170.0
4287,167.0
5783,50.0
5440,799.0
3268,160.0
20304,39.0
1028,120.0
15067,750.0
2747,284.0
26713,150.0
678,220.0
1584,132.0
29647,129.0
4643,67.0
11418,66.0
2495,81.0
25514,30.0
4985,90.0
14400,100.0
21822,198.0
14787,94.0
24949,55.0
20246,70.0
6270,580.0
25306,44.0
1792,320.0
3276,67.0
9007,150.0
12949,80.0
27225,150.0
16167,125.0
21818,200.0
10999,50.0
6474,430.0
2287,280.0
180,90.0
10385,67.0
13642,679.0
26771,50.0
30057,57.0
5089,450.0
24722,100.0
18205,70.0
4533,94.0
20238,98.0
29546,147.0
4480,200.0
13658,351.0
21909,245.0
10773,94.0
29868,98.0
25841,270.0
23359,150.0
10858,100.0
519,120.0
16565,75.0
1695,100.0
15793,120.0
920,500.0
5891,65.0
4388,208.0
25048,90.0
12966,129.0
26425,63.0
11102,70.0
20254,245.0
5750,90.0
30155,400.0
371,55.0
10872,170.0
19805,220.0
5693,80.0
19325,61.0
14436,80.0
29816,30.0
14430,61.0
20359,500.0
18596,140.0
28227,139.0
8384,50.0
17388,26.0
24424,150.0
22426,100.0
7824,62.0
16506,111.0
25596,299.0
23155,69.0
23600,100.0
11632,500.0
14083,150.0
27718,85.0
7990,70.0
3815,111.0
2614,94.0
7634,34.0
5993,61.0
11597,550.0
9190,107.0
23917,85.0
962,65.0
5953,450.0
25864,49.0
24097,178.0
10909,63.0
2229,400.0
13337,94.0
22413,80.0
28448,120.0
14877,75.0
26296,195.0
28496,280.0
22292,120.0
20915,80.0
3410,249.0
1149,169.0
25307,107.0
30234,440.0
30215,222.0
12960,61.0
5025,50.0
4808,80.0
7518,280.0
23286,65.0
2887,125.0
15282,185.0
6409,160.0
13028,237.0
16921,208.0
4706,450.0
7801,100.0
25194,225.0
20286,200.0
13903,61.0
13627,799.0
18882,65.0
14897,156.0
1204,214.0
6834,100.0
26920,55.0
25934,143.0
21417,98.0
11825,74.0
5611,53.0
26000,135.0
3837,100.0
8879,100.0
29578,59.0
30012,750.0
3945,235.0
8538,301.0
6976,200.0
8018,181.0
25933,80.0
21837,191.0
10770,61.0
26775,75.0
11444,351.0
7787,42.0
28578,160.0
23808,212.0
10167,338.0
11302,120.0
14033,119.0
12558,85.0
27368,26.0
3202,150.0
18337,150.0
29073,61.0
25091,120.0
24524,249.0
16025,284.0
