,price
30593,195.0
12374,35.0
7081,351.0
7814,90.0
28079,111.0
11801,164.0
763,55.0
23002,450.0
11700,799.0
24902,150.0
26194,231.0
6512,275.0
7089,160.0
7707,200.0
11250,85.0
92,240.0
21301,901.0
957,26.0
7815,187.0
9647,59.0
1813,55.0
9575,100.0
28680,135.0
9109,74.0
3638,100.0
23192,61.0
269,93.0
30628,50.0
14281,90.0
1667,90.0
16299,264.0
5606,62.0
5903,500.0
13098,160.0
6733,55.0
22577,71.0
23989,200.0
7732,600.0
17435,61.0
27940,146.0
1295,400.0
16799,351.0
4335,75.0
15596,225.0
11497,200.0
876,125.0
25355,249.0
19477,80.0
7053,89.0
19995,121.0
20639,200.0
28815,80.0
15301,225.0
620,425.0
12180,104.0
1353,100.0
14732,61.0
18417,190.0
15314,160.0
7512,61.0
2579,580.0
3609,450.0
6686,77.0
23321,90.0
8218,100.0
6289,125.0
9185,440.0
29280,129.0
8724,146.0
23872,301.0
15583,170.0
30147,129.0
8504,146.0
6903,27.0
13701,58.0
25623,240.0
4358,220.0
29306,44.0
5759,85.0
14336,55.0
7892,125.0
4228,249.0
18481,150.0
29109,40.0
18528,129.0
4886,500.0
20177,54.0
19773,55.0
5351,44.0
8337,90.0
21077,150.0
6830,340.0
15140,66.0
22408,39.0
12638,526.0
19059,450.0
12270,495.0
4189,49.0
9263,100.0
1679,150.0
29171,289.0
22616,193.0
3375,100.0
11575,249.0
1586,150.0
954,200.0
20934,148.0
1349,245.0
2248,150.0
28015,34.0
15243,303.0
10294,200.0
25718,35.0
25323,55.0
10427,85.0
7909,266.0
20997,125.0
27750,112.0
5580,70.0
21679,179.0
11645,185.0
21443,55.0
5311,150.0
14181,140.0
10885,35.0
23758,175.0
13546,202.0
8851,129.0
18775,599.0
29888,97.0
18595,240.0
26006,200.0
7527,425.0
25938,181.0
13542,59.0
15920,111.0
10471,301.0
12675,249.0
22602,150.0
28312,88.0
1446,249.0
30199,40.0
11949,270.0
27643,600.0
7604,85.0
28461,399.0
2907,140.0
4732,80.0
7593,100.0
23667,85.0
12534,108.0
17171,65.0
1089,98.0
3004,550.0
22385,85.0
9129,40.0
30320,67.0
10066,50.0
19270,30.0
6211,125.0
25438,61.0
4676,61.0
6724,50.0
15840,40.0
10084,70.0
17088,150.0
26405,94.0
20644,120.0
13844,260.0
19373,150.0
6285,49.0
15710,170.0
19480,50.0
26011,51.0
12551,120.0
12151,400.0
4724,59.0
14089,120.0
13021,61.0
13146,450.0
22754,249.0
4651,146.0
19148,400.0
26297,75.0
2978,120.0
18013,280.0
11824,35.0
3446,170.0
18809,28.0
20632,75.0
5189,175.0
30575,31.0
17500,61.0
18996,200.0
20747,200.0
10958,140.0
24230,105.0
8797,80.0
20033,289.0
25796,260.0
22727,226.0
19452,155.0
11205,80.0
28303,69.0
1995,100.0
24273,85.0
15172,88.0
25572,200.0
2491,129.0
9390,80.0
9506,40.0
757,140.0
15985,177.0
3953,61.0
24671,98.0
29495,109.0
1356,400.0
3201,135.0
40,160.0
10799,44.0
21612,61.0
28752,160.0
28727,85.0
16142,133.0
25122,50.0
30181,159.0
19638,129.0
30216,280.0
25832,55.0
24253,44.0
8967,175.0
9625,129.0
15481,500.0
20328,35.0
11929,44.0
16109,799.0
20203,449.0
24225,146.0
4414,50.0
18606,155.0
2670,301.0
10990,220.0
12543,50.0
11029,146.0
22453,80.0
9803,75.0
14522,159.0
2925,44.0
9064,57.0
26617,98.0
13905,475.0
17237,100.0
7369,301.0
12476,301.0
5,111.0
4235,150.0
2631,200.0
23179,61.0
16964,235.0
10862,70.0
10748,44.0
17682,71.0
1528,146.0
2498,485.0
6898,146.0
9723,120.0
25889,301.0
14986,94.0
12168,429.0
6382,129.0
17154,111.0
12793,75.0
26784,150.0
11439,280.0
21669,50.0
17250,65.0
5908,253.0
67,500.0
27685,301.0
5684,90.0
7442,284.0
10370,600.0
10585,55.0
27632,49.0
17886,164.0
6549,320.0
1278,55.0
22751,150.0
27650,80.0
12191,75.0
22892,69.0
14216,75.0
23899,44.0
5964,127.0
12636,179.0
30668,195.0
3048,173.0
14617,55.0
25421,299.0
25175,120.0
18983,61.0
15765,140.0
19415,181.0
13954,75.0
9033,173.0
26508,164.0
3961,90.0
22848,150.0
12325,799.0
14153,390.0
29170,301.0
2076,150.0
127,57.0
506,85.0
8352,210.0
21188,100.0
6434,195.0
21025,131.0
26272,200.0
16497,450.0
15931,85.0
20500,111.0
8309,251.0
18366,32.0
23128,80.0
30,85.0
10750,170.0
12247,150.0
361,75.0
27216,200.0
18194,55.0
16709,263.0
15387,600.0
8966,61.0
4721,27.0
10147,111.0
3221,44.0
24807,70.0
14830,125.0
12765,120.0
4186,49.0
19143,39.0
27586,129.0
1980,129.0
22570,120.0
5733,120.0
1699,65.0
18900,147.0
11554,200.0
3766,152.0
4391,160.0
27604,128.0
8896,57.0
20911,200.0
17136,55.0
29432,115.0
27450,44.0
22436,150.0
18030,200.0
378,280.0
8910,200.0
17260,293.0
29482,181.0
14823,100.0
2170,290.0
4042,120.0
27637,120.0
1344,150.0
4132,120.0
25224,220.0
26331,65.0
12403,105.0
5463,181.0
14671,129.0
30269,111.0
39,400.0
22337,195.0
22226,123.0
4259,100.0
2361,115.0
6671,500.0
1366,200.0
25020,175.0
14183,90.0
4191,94.0
23465,50.0
11800,107.0
5465,89.0
14895,40.0
21941,90.0
27186,200.0
8109,450.0
24769,75.0
22032,191.0
21968,120.0
24181,156.0
16715,67.0
643,61.0
19418,150.0
27538,50.0
16010,93.0
12974,120.0
14292,342.0
25533,500.0
29085,98.0
11004,100.0
14505,100.0
18946,125.0
28845,249.0
19806,799.0
16884,70.0
13574,75.0
19499,181.0
26152,190.0
7291,55.0
21116,129.0
4448,150.0
20080,93.0
15801,49.0
9687,65.0
9326,120.0
3817,61.0
5980,146.0
5872,150.0
29097,85.0
18864,228.0
29147,40.0
1338,700.0
19592,89.0
29906,90.0
4301,210.0
28173,90.0
27274,150.0
27385,135.0
15505,61.0
23104,53.0
26031,32.0
29643,195.0
16088,169.0
16947,71.0
12739,136.0
1080,599.0
21717,50.0
7175,185.0
12606,111.0
27340,65.0
16149,70.0
10836,100.0
3530,375.0
10389,75.0
17002,295.0
16306,61.0
3475,111.0
16688,190.0
316,146.0
27679,107.0
11878,150.0
4728,139.0
30369,129.0
26071,150.0
3002,249.0
26885,36.0
20892,163.0
5692,81.0
5161,94.0
6427,200.0
30518,231.0
24087,100.0
5681,49.0
1614,146.0
6785,65.0
16234,92.0
12571,390.0
6576,280.0
21355,65.0
2566,301.0
14452,140.0
19687,240.0
1776,200.0
7514,799.0
30129,450.0
25014,290.0
23296,120.0
23552,85.0
22059,70.0
23526,57.0
28637,119.0
26645,249.0
24060,400.0
7052,65.0
30697,170.0
15134,249.0
12979,85.0
2069,195.0
18653,169.0
20817,38.0
27315,150.0
16332,249.0
8475,49.0
5157,55.0
8836,450.0
28745,190.0
29226,400.0
21429,249.0
29615,44.0
1029,249.0
23696,75.0
22004,70.0
15041,150.0
18639,119.0
11258,500.0
4162,54.0
19599,44.0
7290,120.0
4579,249.0
11662,129.0
23542,200.0
2825,140.0
15608,220.0
11895,125.0
27011,105.0
22240,158.0
29674,120.0
25260,120.0
16608,195.0
20474,55.0
26029,102.0
3137,351.0
19133,500.0
16421,500.0
25049,249.0
21997,500.0
2037,162.0
5064,400.0
17982,156.0
15619,328.0
4554,125.0
1480,140.0
8411,111.0
9708,160.0
18290,85.0
21515,92.0
17508,80.0
26497,111.0
21511,125.0
12964,75.0
16400,239.0
24119,129.0
2811,150.0
4792,50.0
8904,80.0
29107,73.0
4389,50.0
10475,100.0
30378,150.0
9112,119.0
3248,71.0
4568,489.0
22101,61.0
14469,301.0
20845,181.0
10457,400.0
27798,155.0
55,330.0
1908,129.0
801,500.0
11467,340.0
23318,50.0
518,650.0
4449,128.0
465,225.0
26282,65.0
20805,360.0
13691,220.0
12505,684.0
11280,55.0
20282,70.0
18890,75.0
10368,85.0
29775,200.0
22132,249.0
20576,50.0
14890,53.0
15031,125.0
4877,129.0
5800,150.0
29808,42.0
11964,131.0
11916,200.0
25688,50.0
12093,284.0
12653,175.0
26200,30.0
28677,138.0
14847,360.0
17410,90.0
30451,70.0
909,270.0
16703,950.0
3110,44.0
30174,351.0
28674,50.0
20420,22.0
84,75.0
13250,70.0
7580,150.0
400,59.0
22790,82.0
14715,50.0
26700,138.0
23119,80.0
17762,190.0
12992,480.0
10212,61.0
28529,351.0
3662,289.0
19327,80.0
8347,50.0
17672,50.0
26381,80.0
27510,55.0
11994,200.0
30288,98.0
28250,100.0
16137,200.0
14059,65.0
23780,140.0
16538,111.0
15792,150.0
17728,53.0
10379,150.0
1184,146.0
3217,109.0
19484,115.0
22908,200.0
28672,98.0
17029,73.0
8464,220.0
16379,47.0
9522,51.0
10189,301.0
14611,280.0
18346,550.0
23532,90.0
25519,62.0
10916,35.0
17463,26.0
4479,170.0
23024,129.0
2141,84.0
11308,98.0
16514,40.0
28381,100.0
3265,100.0
14901,179.0
7433,78.0
10003,61.0
18953,266.0
16693,146.0
17299,500.0
2865,249.0
8107,80.0
18752,159.0
10601,550.0
19162,650.0
1458,266.0
22429,270.0
12337,61.0
22343,120.0
10579,32.0
10693,600.0
37,89.0
21915,450.0
15156,128.0
14468,120.0
19397,259.0
3970,65.0
13417,200.0
1233,82.0
7091,155.0
19706,49.0
11381,781.0
20445,129.0
10076,200.0
4841,44.0
13986,299.0
6610,395.0
10054,88.0
25585,89.0
12274,90.0
4629,205.0
7132,200.0
25261,200.0
28987,65.0
22156,550.0
17716,218.0
25169,399.0
10582,200.0
6912,150.0
13680,750.0
23905,80.0
10251,351.0
13878,44.0
25635,80.0
6125,179.0
13041,375.0
17305,450.0
29071,38.0
12251,169.0
26021,460.0
11241,98.0
10441,36.0
27747,107.0
10065,249.0
6586,100.0
25912,85.0
19257,220.0
24576,400.0
19224,249.0
7050,181.0
30693,27.0
9454,499.0
2639,85.0
27051,80.0
4928,240.0
26330,55.0
28996,200.0
19626,650.0
14123,205.0
30037,120.0
3829,200.0
19537,61.0
28045,65.0
25291,94.0
7902,85.0
24575,500.0
3772,100.0
26699,111.0
6057,160.0
21502,249.0
27121,80.0
10109,144.0
13686,150.0
9706,65.0
30153,50.0
17671,50.0
21228,49.0
6174,100.0
24290,62.0
23136,155.0
10677,105.0
445,90.0
3942,164.0
8587,150.0
2650,375.0
23742,98.0
7920,80.0
26028,218.0
23184,70.0
23531,102.0
24714,450.0
2834,901.0
4569,111.0
22810,129.0
10787,55.0
10301,82.0
17504,53.0
8274,115.0
19353,85.0
12878,55.0
19930,200.0
26602,61.0
20768,200.0
2471,220.0
16698,65.0
1167,181.0
14624,98.0
9393,61.0
28324,32.0
19661,18.0
16680,61.0
19942,249.0
30222,61.0
21852,160.0
15035,193.0
7939,98.0
2573,229.0
2951,500.0
6769,140.0
19421,100.0
4305,98.0
10087,280.0
7360,175.0
10689,100.0
14570,57.0
24147,351.0
1439,181.0
16258,270.0
1864,80.0
28317,750.0
2777,249.0
1934,89.0
22914,53.0
20162,55.0
20002,260.0
4133,181.0
7469,70.0
2717,399.0
22121,185.0
18384,80.0
2000,140.0
1146,190.0
15078,911.0
23715,75.0
9744,47.0
21064,200.0
27182,120.0
17614,150.0
14759,31.0
26676,140.0
22243,550.0
20732,111.0
310,100.0
21631,146.0
22073,156.0
18202,100.0
30554,90.0
10805,98.0
26749,32.0
18485,70.0
27268,181.0
6924,70.0
26457,200.0
13022,111.0
4691,120.0
25762,135.0
4653,105.0
15419,100.0
25046,338.0
19034,170.0
6338,44.0
21468,175.0
6467,189.0
10472,67.0
7104,240.0
7676,115.0
16896,189.0
30539,258.0
9503,320.0
26426,90.0
20896,75.0
5046,574.0
9811,301.0
19345,200.0
28907,100.0
29594,225.0
7992,158.0
8238,197.0
21090,360.0
15008,164.0
29050,295.0
21862,58.0
2442,200.0
20276,368.0
17249,46.0
11235,100.0
19402,231.0
29559,90.0
21611,120.0
21062,50.0
20580,75.0
25458,30.0
15275,75.0
26276,195.0
6546,181.0
12970,799.0
300,301.0
14103,80.0
10571,70.0
3767,270.0
28810,50.0
8632,160.0
29658,40.0
22484,53.0
22748,80.0
8468,111.0
4597,139.0
24302,44.0
19366,90.0
27430,160.0
7063,600.0
24579,160.0
22299,146.0
25466,94.0
15178,150.0
5896,70.0
25885,54.0
19642,135.0
2620,61.0
10221,195.0
3527,290.0
4779,65.0
10675,295.0
3462,55.0
15227,58.0
13307,55.0
15377,50.0
2517,200.0
14558,85.0
29421,194.0
18773,40.0
2193,94.0
24214,150.0
16760,155.0
23347,70.0
11794,120.0
7367,195.0
22091,280.0
611,89.0
17417,123.0
21375,177.0
958,75.0
13463,80.0
29120,98.0
12256,179.0
23216,220.0
16391,36.0
2405,380.0
8665,205.0
13755,80.0
16222,200.0
10532,34.0
28918,700.0
11502,351.0
10275,61.0
13267,249.0
2588,120.0
28718,30.0
26868,111.0
25963,75.0
27963,186.0
15817,70.0
1175,140.0
11760,119.0
11768,65.0
3952,150.0
28184,55.0
11025,100.0
25915,301.0
976,170.0
12527,249.0
29486,700.0
28936,111.0
5532,270.0
15849,185.0
1088,220.0
18711,44.0
15427,450.0
10866,799.0
4,39.0
15518,94.0
5841,301.0
7730,450.0
343,80.0
558,74.0
19445,78.0
17832,82.0
25661,80.0
19080,140.0
13175,53.0
4842,61.0
24564,270.0
19849,480.0
23182,245.0
20573,301.0
14324,85.0
26830,220.0
2128,395.0
21849,179.0
29239,81.0
9669,61.0
14565,100.0
25246,100.0
30619,248.0
22406,351.0
12451,148.0
8324,351.0
18949,98.0
24628,129.0
16619,160.0
10200,120.0
11988,150.0
5287,120.0
29240,200.0
6565,160.0
29229,144.0
30366,380.0
23412,100.0
20643,50.0
19636,50.0
5720,61.0
23778,100.0
2373,129.0
1989,301.0
21704,160.0
14646,100.0
1357,351.0
14327,73.0
1398,61.0
28018,32.0
20350,700.0
8983,115.0
28085,35.0
15618,500.0
10340,119.0
22628,35.0
23619,400.0
10895,55.0
4810,249.0
16585,170.0
4168,146.0
27854,111.0
19485,880.0
266,115.0
19023,125.0
7496,50.0
12697,129.0
16755,241.0
25712,100.0
25830,129.0
1662,50.0
20755,146.0
6515,69.0
26055,75.0
3062,26.0
16626,129.0
11491,125.0
25160,28.0
25436,70.0
28794,63.0
15090,120.0
30030,140.0
11991,40.0
15016,49.0
14543,65.0
22233,299.0
10081,220.0
19598,125.0
30171,65.0
13458,57.0
24559,125.0
6495,150.0
14003,249.0
814,249.0
24948,190.0
17668,450.0
26349,750.0
16403,167.0
28831,100.0
819,650.0
27974,170.0
12349,65.0
2286,135.0
6651,100.0
11937,71.0
24901,239.0
724,94.0
25630,175.0
20949,175.0
6147,450.0
1390,75.0
23685,75.0
1017,591.0
19574,170.0
30470,108.0
888,44.0
23630,572.0
19672,90.0
1405,600.0
5270,120.0
20998,799.0
19934,240.0
75,135.0
3876,62.0
10801,32.0
28265,55.0
615,129.0
6901,249.0
27827,129.0
11833,249.0
6955,105.0
7069,351.0
5942,249.0
26163,80.0
25096,90.0
17917,44.0
25837,53.0
9018,190.0
27717,301.0
12616,240.0
5259,49.0
19374,44.0
11526,275.0
17239,55.0
19542,55.0
4157,50.0
2695,125.0
9764,195.0
3997,80.0
3271,90.0
4496,50.0
13443,450.0
27131,70.0
10305,44.0
5128,204.0
1412,120.0
25431,98.0
155,177.0
2324,200.0
3797,65.0
20154,140.0
8269,146.0
26748,150.0
29963,65.0
11275,301.0
28070,55.0
16116,54.0
29476,181.0
23975,129.0
8080,146.0
29943,125.0
11687,65.0
9757,140.0
297,70.0
23812,181.0
5514,100.0
14387,100.0
11922,375.0
178,70.0
4012,150.0
24277,146.0
5470,57.0
16844,320.0
19867,249.0
16469,119.0
26450,40.0
5049,61.0
20564,595.0
14632,90.0
2078,120.0
11556,39.0
8802,96.0
18768,160.0
13506,40.0
10608,26.0
132,100.0
23453,160.0
12478,351.0
25767,50.0
681,150.0
7979,600.0
5274,90.0
23874,100.0
14002,190.0
9225,120.0
2036,599.0
16657,109.0
23701,26.0
9334,84.0
6695,700.0
25162,30.0
20480,40.0
10775,125.0
4937,70.0
28690,57.0
15747,80.0
9105,181.0
5878,499.0
24721,150.0
8937,190.0
23827,43.0
1877,270.0
7001,119.0
21326,150.0
23175,351.0
8998,421.0
2393,500.0
14010,650.0
26502,197.0
21480,97.0
17059,225.0
28364,40.0
4022,100.0
28255,280.0
23433,200.0
29349,75.0
13184,120.0
14629,129.0
9779,69.0
17691,61.0
18062,100.0
14709,100.0
10033,120.0
24521,140.0
13324,190.0
19430,175.0
16756,123.0
6776,450.0
7744,150.0
26455,120.0
7944,120.0
22996,44.0
29018,44.0
10924,225.0
25325,100.0
425,299.0
22163,275.0
20799,140.0
30275,85.0
7599,94.0
11006,75.0
17894,61.0
12073,214.0
14005,55.0
7013,54.0
9026,160.0
21768,160.0
8314,351.0
28316,84.0
10268,75.0
5768,94.0
21184,600.0
19290,78.0
13370,170.0
4169,179.0
24698,19.0
26714,111.0
3993,351.0
1246,235.0
26833,27.0
3643,75.0
7353,70.0
28990,170.0
17725,55.0
18993,135.0
20260,142.0
2297,120.0
27875,59.0
19630,150.0
7765,80.0
28988,63.0
13827,129.0
25722,65.0
11282,500.0
7941,78.0
18126,115.0
7975,200.0
4088,94.0
13275,181.0
5682,650.0
7267,100.0
6618,200.0
24539,111.0
29637,120.0
19548,129.0
12332,111.0
27066,80.0
9206,941.0
28938,18.0
25219,120.0
10640,169.0
27776,70.0
28043,150.0
15867,155.0
14321,61.0
28292,249.0
25180,229.0
26396,38.0
11636,249.0
13516,40.0
6419,112.0
18350,185.0
25639,249.0
15327,120.0
20059,249.0
24038,54.0
11877,600.0
26433,50.0
16371,650.0
12995,49.0
6630,80.0
12679,715.0
2938,140.0
24873,150.0
16564,84.0
20114,53.0
6529,295.0
18186,249.0
3075,100.0
28084,386.0
17288,160.0
11867,225.0
11344,200.0
14554,75.0
26828,75.0
2786,100.0
2577,700.0
19609,75.0
22667,111.0
242,62.0
22608,450.0
14981,62.0
24937,75.0
24170,65.0
163,85.0
21487,125.0
16765,120.0
7023,239.0
18091,120.0
19961,155.0
18987,169.0
12575,650.0
18394,111.0
10539,80.0
14852,55.0
21415,53.0
1648,65.0
26451,80.0
25819,146.0
22814,200.0
8592,181.0
13469,115.0
25494,100.0
18130,750.0
7675,400.0
27233,155.0
10638,120.0
6544,183.0
29027,50.0
12021,500.0
18936,35.0
13482,249.0
10541,70.0
19792,75.0
10841,181.0
7562,150.0
26477,66.0
30528,144.0
4666,100.0
7796,351.0
13240,69.0
7221,146.0
3883,195.0
237,390.0
10264,243.0
12824,301.0
11407,189.0
6740,55.0
7785,100.0
12767,140.0
24309,61.0
28656,113.0
17534,53.0
21825,70.0
26449,100.0
28154,140.0
8873,75.0
3866,574.0
29103,89.0
6860,150.0
26411,301.0
8986,35.0
2822,77.0
30092,150.0
26490,698.0
27477,85.0
11455,80.0
2459,94.0
15802,80.0
7577,500.0
19367,100.0
6633,249.0
19960,480.0
204,240.0
20267,185.0
20192,61.0
3330,220.0
30498,55.0
27727,650.0
27293,181.0
15657,295.0
1963,80.0
3856,54.0
6949,169.0
576,125.0
21477,50.0
9619,71.0
27272,170.0
5482,150.0
30080,301.0
16710,169.0
6543,90.0
11894,164.0
15232,94.0
19726,600.0
6501,400.0
23334,135.0
24602,65.0
28786,140.0
2983,140.0
13099,67.0
19781,150.0
5507,125.0
18801,170.0
27577,53.0
5272,49.0
30052,440.0
25161,90.0
26726,120.0
10719,500.0
18868,66.0
29139,200.0
22504,186.0
13196,90.0
4375,249.0
205,400.0
4630,231.0
16870,160.0
5691,349.0
30604,49.0
16021,54.0
14472,75.0
574,94.0
23243,280.0
22865,249.0
22090,799.0
7624,65.0
11785,220.0
29964,90.0
3800,65.0
29470,160.0
19305,120.0
1150,178.0
26578,345.0
27661,175.0
22387,425.0
17152,55.0
16674,94.0
16171,35.0
15559,55.0
3227,400.0
25569,270.0
12761,75.0
15901,140.0
9443,65.0
23352,104.0
23591,90.0
19114,160.0
12489,80.0
3037,140.0
23258,222.0
1904,164.0
23507,75.0
6738,500.0
29426,55.0
11021,51.0
5973,81.0
18032,175.0
7393,280.0
12417,181.0
28940,39.0
9505,74.0
8267,280.0
27389,94.0
1158,220.0
14566,24.0
23533,224.0
26878,200.0
26706,301.0
21322,100.0
7989,90.0
12495,74.0
11268,119.0
11831,206.0
9946,36.0
13317,111.0
25643,61.0
22979,80.0
26978,58.0
7033,190.0
24197,50.0
5811,133.0
15751,198.0
26649,98.0
4085,50.0
2647,111.0
1793,63.0
30573,127.0
3864,249.0
8898,111.0
13420,55.0
5044,289.0
18641,170.0
26787,85.0
23683,94.0
17050,50.0
24101,375.0
1790,120.0
29694,301.0
29293,65.0
29438,231.0
4936,233.0
5168,255.0
29251,75.0
11284,235.0
825,500.0
6458,111.0
16627,100.0
25329,700.0
6869,280.0
29228,181.0
24398,990.0
2126,181.0
21370,102.0
15987,100.0
20427,111.0
19392,781.0
12723,267.0
19298,30.0
13047,80.0
9597,164.0
30694,70.0
4052,146.0
14147,121.0
7315,150.0
15431,40.0
17959,200.0
1984,100.0
18487,351.0
24752,200.0
9176,177.0
24470,40.0
19985,320.0
7235,249.0
25949,61.0
23223,150.0
2065,90.0
7917,119.0
30295,65.0
16018,169.0
21671,50.0
4690,125.0
11373,578.0
17053,80.0
19250,200.0
6729,53.0
135,170.0
8196,74.0
21746,181.0
11035,152.0
12077,120.0
13384,301.0
23635,195.0
5798,495.0
21360,70.0
24603,181.0
7193,301.0
26193,70.0
13303,57.0
13870,111.0
5827,260.0
14921,82.0
24076,50.0
8786,240.0
26877,164.0
9236,150.0
5491,90.0
6861,249.0
17989,187.0
16763,75.0
19097,150.0
30585,53.0
29586,160.0
7899,120.0
21851,195.0
4320,100.0
3162,225.0
11115,53.0
26902,93.0
26983,39.0
6118,380.0
3418,591.0
2567,63.0
22191,80.0
18045,169.0
29363,65.0
29889,200.0
20393,146.0
19346,181.0
23559,220.0
5433,35.0
9258,320.0
8610,69.0
20014,225.0
28211,150.0
25443,150.0
12957,63.0
28920,61.0
6065,94.0
26596,356.0
14602,160.0
19808,129.0
29554,94.0
22680,200.0
9362,135.0
4137,450.0
18553,159.0
16555,140.0
13595,100.0
3395,320.0
27238,115.0
4876,890.0
12347,200.0
27055,61.0
5411,351.0
30087,98.0
28928,220.0
5662,351.0
24655,129.0
15966,85.0
25343,125.0
28964,150.0
23016,65.0
1866,129.0
8345,200.0
13025,164.0
8184,301.0
17835,146.0
17382,150.0
6086,249.0
20037,128.0
13391,475.0
4809,174.0
1251,351.0
21433,107.0
2864,240.0
18070,70.0
18989,40.0
11398,129.0
18855,49.0
29377,231.0
2685,190.0
25941,220.0
22348,231.0
3472,849.0
6957,150.0
15544,54.0
23523,120.0
26175,85.0
4814,65.0
26095,50.0
20274,249.0
24625,88.0
13269,75.0
1003,600.0
20535,301.0
16924,44.0
20458,120.0
7177,152.0
1688,210.0
15468,140.0
21659,36.0
20300,70.0
30415,120.0
13121,170.0
20665,301.0
26970,328.0
16543,275.0
30371,53.0
28112,70.0
3514,799.0
28160,129.0
20408,140.0
18101,181.0
18871,90.0
30577,80.0
14144,729.0
13847,220.0
25699,600.0
19277,120.0
6114,65.0
28588,421.0
25317,59.0
30311,135.0
22113,120.0
25872,200.0
24189,44.0
10395,53.0
684,90.0
16471,100.0
3872,185.0
7388,50.0
18046,220.0
9025,44.0
20864,107.0
18373,259.0
25033,249.0
20983,80.0
24851,80.0
15202,181.0
18995,135.0
29445,301.0
11011,70.0
22896,249.0
21656,90.0
18037,190.0
22828,600.0
11050,390.0
16127,50.0
21171,249.0
4796,231.0
17034,40.0
19999,84.0
30690,27.0
26408,22.0
22654,120.0
19490,53.0
5379,135.0
25152,30.0
24217,100.0
17476,98.0
15127,125.0
2346,90.0
14190,249.0
26992,146.0
1966,170.0
26703,181.0
10394,351.0
10625,65.0
376,181.0
8243,70.0
25524,59.0
1629,400.0
16511,88.0
8079,65.0
19635,69.0
19829,700.0
12382,105.0
7161,249.0
19847,400.0
12647,90.0
7870,80.0
28630,94.0
9392,40.0
28474,65.0
30444,120.0
8861,50.0
761,214.0
24748,115.0
4951,100.0
161,290.0
5133,150.0
5394,125.0
7825,92.0
926,85.0
7583,150.0
7082,80.0
26101,220.0
21819,225.0
27028,59.0
26507,249.0
23771,75.0
20868,146.0
4733,80.0
12627,351.0
3691,750.0
28979,119.0
19203,80.0
19382,550.0
22849,80.0
21738,65.0
7321,150.0
29461,249.0
2818,450.0
16166,80.0
25366,249.0
11237,200.0
17567,120.0
22992,67.0
5384,90.0
17447,100.0
3816,140.0
298,450.0
10453,75.0
12756,170.0
17940,146.0
6508,500.0
26479,50.0
16197,61.0
25205,170.0
595,460.0
22075,129.0
11535,75.0
27056,135.0
10148,63.0
23582,50.0
12149,98.0
3302,164.0
933,901.0
30002,249.0
16859,195.0
9125,395.0
29880,204.0
14403,129.0
19463,119.0
21462,495.0
6177,290.0
26208,35.0
10260,38.0
22671,94.0
10590,150.0
10202,301.0
25530,129.0
1214,120.0
14091,100.0
17801,81.0
16546,150.0
9065,160.0
20629,81.0
18051,867.0
12161,500.0
23756,147.0
9202,305.0
22795,120.0
16569,93.0
7535,94.0
29318,70.0
9534,600.0
7192,351.0
19544,799.0
29068,148.0
10723,600.0
9451,71.0
7390,200.0
12452,299.0
7075,120.0
1708,200.0
30229,139.0
12082,120.0
13709,129.0
29331,125.0
8703,129.0
10692,49.0
26655,351.0
25008,36.0
716,140.0
19644,44.0
751,301.0
26661,65.0
6288,125.0
1270,105.0
526,375.0
17919,80.0
18526,173.0
23360,351.0
21905,400.0
23578,200.0
4078,120.0
30525,84.0
13331,181.0
6981,301.0
15409,90.0
21271,59.0
30641,75.0
18444,43.0
21634,200.0
8578,221.0
6511,200.0
1833,351.0
7784,58.0
15262,70.0
29951,173.0
7475,140.0
21405,200.0
23017,80.0
21827,65.0
15396,700.0
3445,249.0
2244,458.0
15460,65.0
6581,181.0
29497,54.0
12442,65.0
29142,57.0
13530,125.0
12906,245.0
10986,181.0
5333,82.0
12362,115.0
19002,44.0
2611,210.0
28624,129.0
15269,259.0
29405,249.0
28638,65.0
27850,150.0
2090,100.0
19422,70.0
5330,120.0
24887,90.0
9243,80.0
28642,185.0
15947,125.0
2,471.0
19028,75.0
12990,61.0
4990,129.0
27554,59.0
7720,249.0
12460,69.0
16683,100.0
1734,181.0
14653,59.0
19279,595.0
7452,100.0
6862,469.0
17654,53.0
19605,550.0
13262,301.0
25619,85.0
30165,50.0
20233,400.0
28616,160.0
6806,139.0
1189,390.0
27421,150.0
14521,351.0
9712,297.0
18425,249.0
16758,249.0
7332,140.0
29679,44.0
12290,135.0
5376,125.0
21307,61.0
28228,80.0
6535,497.0
25401,120.0
848,164.0
5829,70.0
3804,89.0
26666,346.0
6256,120.0
13256,50.0
12453,214.0
28882,100.0
25265,18.0
15143,50.0
29284,150.0
22592,156.0
21585,61.0
28993,301.0
6018,150.0
22686,369.0
923,82.0
15548,351.0
3810,75.0
24005,69.0
5839,49.0
6502,200.0
26401,85.0
11958,146.0
24520,85.0
19900,150.0
19312,120.0
18972,146.0
16691,351.0
22998,249.0
2681,131.0
29056,100.0
11203,90.0
25223,150.0
